,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
0,36,5.2345009313209605,2.128231705849268,1.2809338454620642,2.151762203259462,34.7,0.19270057851607109,0.5828349421478478,25.0,0.6854670366325147,0.6392446272679453,4054.9919435650677,0.43727203389105296,1.4816045409242156,1.62924053973028,0.7436548550283134,0.27616257785105813,0.23041724390251297,0.6188870295382725,0.0
1,35,5.186520991955976,2.1041341542702074,1.0986122886681098,2.0412203288596382,29.6,0.21162972018756637,0.6220420104605713,23.5,0.8283119967549247,0.7134061867861978,4900.120143633269,0.34931441148878595,1.0986122886681098,1.252762968495368,0.9331671108938466,0.4888342354848041,0.2586375790080236,0.6814744327589825,0.0
2,74,3.9115214431215892,1.824549292051046,1.0986122886681098,1.7404661748405046,42.2,0.1777054138059343,0.5494514912449691,24.4,0.511174291737132,0.5182339992083812,3710.333309534905,0.34931441148878595,0.9932517730102833,1.1631508098056809,0.5457156445144297,0.3201276917391092,0.19438604813693466,0.540130882592064,0.0
3,58,3.40587727318528,1.9021075263969205,1.1939224684724346,1.8718021769015913,42.6,0.07751569651983915,0.31292318700411914,22.6,0.511174291737132,0.5182339992083812,3934.3120019692547,0.5397615442071574,0.6418538861723948,1.0647107369924282,0.47925854459929557,0.358047268254181,0.0851446687742671,0.540130882592064,1.0
4,48,3.391164991562634,1.7047480922384253,0.9555114450274363,1.3862943611198906,52.4,-0.0,0.08948203729616339,0.0,0.6221000077489831,0.6000746779102347,3756.9090299224204,0.5397615442071574,0.9162907318741551,1.252762968495368,0.23907613215866577,0.224644719057223,0.23041724390251297,0.4750382931145336,1.0
5,75,3.3763886032268267,1.547562508716013,0.9162907318741551,1.5040773967762742,42.3,0.15644333616132267,0.47038280695542706,32.5,0.29792749055134,0.31218897509740146,4466.9696694159975,0.17033732724931194,0.5306282510621704,0.6418538861723947,0.7271421832663576,0.27616257785105813,-0.0,0.437506134655075,0.0
6,62,3.3015148038438356,2.028148247292285,1.252762968495368,1.916922612182061,43.5,-0.0,0.08948203729616339,50.0,0.6658164162179533,0.5887006721899248,5539.452633195237,0.34931441148878595,0.8754687373538999,1.0647107369924282,0.3987476023043862,0.1635329486034874,0.0851446687742671,0.437506134655075,1.0
7,48,3.2093613071762426,1.9021075263969205,1.1939224684724346,1.8562979903656263,41.5,0.1777054138059343,0.5279960906327278,30.0,0.4390116179883122,0.4108588550258487,6498.341091512846,0.4747588824439138,0.6418538861723948,0.9932517730102834,0.1708631836453742,0.1635329486034874,0.0851446687742671,0.437506134655075,1.0
8,65,3.146426544510455,1.2237754316221157,0.6931471805599453,1.2237754316221157,39.2,0.07751569651983915,0.31292318700411914,23.3,0.29792749055134,0.31218897509740146,4239.637485748177,0.17033732724931194,0.4700036292457355,0.5877866649021191,0.800984613056342,0.224644719057223,-0.0,0.5685698467864093,0.0
9,42,2.9154759474226504,1.547562508716013,0.8754687373538999,1.5040773967762742,38.3,0.07751569651983915,0.22125263594006567,21.4,0.5425079675904093,0.5345211638312125,3803.7926427651855,0.29715912242243286,0.5306282510621704,0.7419373447293773,0.23907613215866577,0.1635329486034874,-0.0,0.437506134655075,0.0
10,35,2.6267851073127395,1.1939224684724346,0.6418538861723948,1.2237754316221157,36.5,-0.0,0.08948203729616339,33.3,0.3503934005954423,0.34930377231824844,5640.388089146515,0.34931441148878595,0.26236426446749106,0.5877866649021191,0.44103985418949443,0.08999666475640335,0.0851446687742671,0.23809389815782417,0.0
11,40,2.588435821108957,1.5260563034950494,0.7884573603642702,1.3862943611198906,39.8,0.07751569651983915,0.3488597656823081,13.6,0.5712310863588457,0.5495779744888223,5049.229051289413,0.34931441148878595,0.5877866649021191,0.832909122935104,0.2988214619446494,0.224644719057223,0.0851446687742671,0.3958941675182306,1.0
12,27,2.569046515733026,0.832909122935104,0.4700036292457355,0.832909122935104,47.2,-0.0,-0.0,0.0,0.0920333825108021,0.21963596642318192,632.3383255231449,0.3957050101499183,0.8754687373538999,1.0986122886681098,0.1708631836453742,0.1635329486034874,0.2811048115301356,0.23809389815782417,1.0
13,45,3.9115214431215892,1.8870696490323797,1.0647107369924282,1.9459101490553132,32.3,0.2289635573448736,0.6502841944366875,30.1,0.4390116179883122,0.4108588550258487,6281.651978257162,0.34931441148878595,0.9555114450274363,1.1314021114911006,0.3516497216829304,0.3201276917391092,0.19438604813693466,0.3494596930950381,0.0
14,44,2.5298221281347035,1.2237754316221157,0.6931471805599453,1.0647107369924282,53.7,-0.0,-0.0,0.0,0.29792749055134,0.38191931098202553,2012.152994675644,0.29715912242243286,0.6931471805599453,0.8754687373538999,0.1708631836453742,0.1635329486034874,0.23041724390251297,0.3958941675182306,1.0
15,40,2.4698178070456938,1.2809338454620642,0.6418538861723948,1.0296194171811583,51.4,0.07751569651983915,0.2709137985389503,14.3,0.4390116179883122,0.46008399240101233,3874.695857777081,0.09196398199986441,0.26236426446749106,0.33647223662121295,0.6494535614872646,0.224644719057223,-0.0,0.4750382931145336,1.0
16,49,2.3021728866442674,1.1314021114911006,0.5306282510621704,1.0647107369924282,37.6,-0.0,-0.0,0.0,0.4390116179883122,0.48124510887072386,3392.9048955847234,0.34931441148878595,0.5306282510621704,0.7884573603642702,0.1708631836453742,0.224644719057223,0.14750468755470722,0.3494596930950381,0.0
17,41,2.04939015319192,0.9932517730102833,0.4700036292457355,0.9555114450274363,34.8,0.07751569651983915,0.22125263594006567,21.4,0.3503934005954423,0.34930377231824844,4454.175020100572,0.09196398199986441,0.18232155679395465,0.26236426446749106,0.5457156445144297,0.224644719057223,-0.0,0.2972626115798987,0.0
18,82,6.099180272790763,3.005682604407159,2.1400661634962708,2.791165107812717,49.0,0.07751569651983915,0.22125263594006567,22.7,0.9475720218029661,0.7775159829922551,5800.953102752212,0.9258242787585156,2.0794415416798357,2.4765384001174837,0.9260535348713544,0.4684343925496941,0.2811048115301356,0.7325611414638421,0.0
19,82,6.099180272790763,3.005682604407159,2.1400661634962708,2.791165107812717,49.0,0.07751569651983915,0.22125263594006567,22.7,0.9475720218029661,0.7775159829922551,5800.953102752212,0.9258242787585156,2.0794415416798357,2.4765384001174837,0.9260535348713544,0.4684343925496941,0.2811048115301356,0.7325611414638421,1.0
20,80,5.60357029044876,2.72785282839839,1.9315214116032138,2.4932054526026954,52.5,-0.0,0.08948203729616339,11.1,0.8283119967549247,0.7372864215567513,3527.1047610035093,0.859709373800341,1.791759469228055,2.1972245773362196,0.8134886942697257,0.4888342354848041,0.3140890507918555,0.775151971164067,1.0
21,82,5.522680508593631,2.6602595372658615,1.8562979903656263,2.4849066497880004,48.9,-0.0,0.08948203729616339,16.7,0.8283119967549247,0.7372864215567513,3664.065252913277,0.7869658465110383,1.33500106673234,1.8082887711792655,0.8253758239258585,0.5525986342653407,0.19438604813693466,0.775151971164067,1.0
22,76,5.504543577809154,2.451005098112319,1.6863989535702288,2.5416019934645457,37.5,0.07751569651983915,0.2709137985389503,13.3,0.7210786630469366,0.6477303120001613,4441.39981019481,0.5681564557062123,1.0296194171811583,1.3609765531356008,0.7878113656548181,0.6062922689733745,0.14750468755470722,0.7475863194783674,1.0
23,61,5.440588203494177,2.5649493574615367,1.7749523509116738,2.4595888418037104,45.4,0.21162972018756637,0.5754607183310395,32.0,0.6854670366325147,0.6208041438200772,4674.3305166748405,0.6183881500995165,1.0296194171811583,1.410986973710262,0.9871929354426539,0.4684343925496941,0.19438604813693466,0.8112740652757126,0.0
24,32,3.8987177379235853,1.9878743481543455,1.33500106673234,1.824549292051046,53.3,-0.0,0.08948203729616339,0.0,0.4768356699331749,0.5182339992083812,3207.501633373343,0.698949325932737,1.5040773967762742,1.824549292051046,0.2988214619446494,0.3201276917391092,0.2586375790080236,0.540130882592064,0.0
25,76,5.412947441089743,2.4336133554004498,1.6094379124341003,2.174751721484161,51.4,-0.0,-0.0,0.0,0.8172581069122705,0.6966767545831508,5482.208554295923,0.7989579239543314,1.5040773967762742,1.9315214116032138,0.6908683884755695,0.3910572646713431,0.2811048115301356,0.6620770165570689,1.0
26,52,4.959838707054898,2.33214389523559,1.410986973710262,2.0541237336955462,45.1,0.2289635573448736,0.612648670965789,43.4,0.7669185733684963,0.6557808638788815,5904.374693180626,0.34931441148878595,0.8754687373538999,1.0647107369924282,0.9331671108938466,0.358047268254181,-0.0,0.71659971769317,0.0
27,76,4.743416490252569,2.2823823856765264,1.5686159179138452,2.322387720290225,41.5,-0.0,0.08948203729616339,0.0,0.5976706015915791,0.5635486276538769,4518.342727146403,0.698949325932737,1.4816045409242156,1.8082887711792655,0.7095829958039297,0.42002927421316993,0.2586375790080236,0.6188870295382725,1.0
28,78,4.69041575982343,2.4069451083182885,1.589235205116581,2.272125885509337,44.7,0.21162972018756637,0.5588465106568317,39.0,0.6854670366325147,0.6302841743839747,4582.996833457558,0.5087610561040318,1.0986122886681098,1.3609765531356006,0.7878113656548181,0.5071900185348482,0.19438604813693466,0.5947305108207255,0.0
29,51,4.54972526643093,2.2407096892759584,1.4350845252893227,2.0014800002101243,49.7,-0.0,-0.0,0.0,0.7525254893434863,0.6842814374667768,3675.603436141245,0.7869658465110383,1.410986973710262,1.8562979903656263,0.47925854459929557,0.3201276917391092,0.2586375790080236,0.6620770165570689,1.0
30,64,4.505552130427524,1.9740810260220096,1.2237754316221157,1.6863989535702288,55.2,-0.0,-0.0,0.0,0.644749955377451,0.6477303120001613,2664.754928261843,0.8103467161393967,1.589235205116581,2.0014800002101243,0.3516497216829304,0.27616257785105813,0.35260363562400976,0.4750382931145336,1.0
31,55,4.505552130427524,2.4336133554004498,1.667706820558076,2.2082744135228043,52.9,-0.0,-0.0,0.0,0.7210786630469366,0.7234969148399697,2140.1301723468564,0.7609586557127201,1.62924053973028,1.9740810260220096,0.44103985418949443,0.27616257785105813,0.36901518003705597,0.6412704641483012,1.0
